Net,PSNR,Params,Generation
"[7, 2, 2, 6, 6, 2, 0, 0, 2, 5, 1, 2, 4, 6, 0, 1, 0, 3, 1, 6, 3, 7, 1, 6, 4, 2, 1, 4]",31.666535,2078368.0,1
"[1, 6, 1, 0, 7, 4, 0, 7, 3, 1, 2, 2, 0, 4, 5, 4, 4, 2, 2, 0, 0, 3, 2, 4, 7, 6, 6, 6]",31.397821,131712.0,1
"[4, 6, 5, 2, 1, 6, 5, 1, 4, 7, 1, 0, 7, 7, 0, 5, 1, 0, 2, 4, 5, 2, 2, 0, 6, 0, 1, 6]",31.712782,34128.0,1
"[4, 6, 6, 3, 2, 4, 3, 2, 5, 0, 6, 0, 3, 3, 1, 0, 0, 4, 0, 2, 2, 0, 0, 4, 2, 1, 6, 7]",31.189799,67920.0,1
"[4, 6, 1, 7, 7, 7, 5, 1, 2, 5, 7, 5, 5, 3, 4, 5, 7, 1, 0, 7, 5, 5, 7, 0, 1, 3, 4, 7]",31.561664,26016.0,1
"[7, 2, 2, 6, 6, 2, 0, 1, 1, 3, 4, 5, 4, 6, 0, 1, 0, 3, 1, 6, 3, 7, 1, 6, 4, 1, 1, 4]",31.356493,1923488.0,1
"[0, 2, 1, 5, 3, 6, 4, 5, 3, 6, 1, 3, 6, 1, 2, 2, 3, 2, 0, 7, 3, 6, 7, 1, 7, 2, 2, 5]",31.264585,171248.0,1
"[4, 7, 6, 5, 6, 2, 5, 1, 1, 5, 7, 6, 4, 7, 1, 6, 4, 3, 4, 6, 5, 4, 5, 1, 4, 1, 7, 7]",31.568881,78864.0,1
"[0, 7, 3, 5, 0, 3, 0, 7, 0, 0, 5, 4, 2, 4, 2, 7, 3, 5, 2, 5, 6, 5, 4, 6, 3, 1, 7, 0]",31.123818,71648.0,1
"[4, 4, 5, 5, 2, 1, 1, 6, 5, 4, 0, 0, 2, 3, 5, 3, 2, 5, 4, 7, 6, 2, 3, 6, 0, 4, 0, 6]",30.702801,29840.0,1
"[4, 4, 5, 4, 4, 4, 3, 7, 4, 4, 1, 4, 3, 2, 3, 0, 4, 1, 1, 3, 5, 0, 2, 5, 7, 4, 2, 2]",30.653413,32096.0,1
"[4, 0, 5, 3, 6, 1, 6, 3, 7, 5, 0, 4, 7, 2, 4, 2, 7, 2, 0, 4, 3, 0, 7, 1, 0, 2, 4, 5]",30.940335,47152.0,1
"[6, 5, 2, 3, 0, 0, 1, 7, 1, 6, 0, 6, 1, 6, 1, 1, 6, 5, 7, 0, 1, 1, 1, 2, 4, 4, 6, 7]",31.199464,854736.0,1
"[4, 1, 4, 7, 5, 6, 4, 5, 2, 6, 6, 4, 6, 7, 1, 1, 2, 1, 1, 4, 5, 3, 1, 6, 5, 0, 1, 5]",31.215051,84784.0,1
"[0, 0, 0, 7, 2, 3, 0, 4, 2, 1, 7, 2, 3, 1, 2, 1, 5, 1, 4, 3, 0, 3, 7, 0, 1, 2, 6, 3]",30.762147,62368.0,1
"[0, 6, 3, 0, 5, 5, 5, 0, 6, 5, 7, 6, 4, 3, 0, 6, 4, 2, 4, 4, 2, 2, 0, 5, 2, 6, 0, 3]",30.496936,50256.0,1
"[4, 6, 4, 6, 3, 1, 4, 2, 2, 1, 7, 7, 1, 5, 7, 0, 6, 1, 5, 1, 0, 4, 1, 3, 1, 4, 6, 7]",30.935829,78272.0,1
"[2, 4, 7, 3, 3, 1, 4, 7, 1, 5, 0, 7, 3, 1, 6, 0, 7, 4, 2, 1, 7, 3, 1, 5, 6, 0, 1, 7]",31.248564,1153104.0,1
"[2, 4, 7, 3, 3, 1, 4, 7, 1, 5, 0, 7, 3, 1, 6, 0, 7, 4, 2, 1, 7, 3, 1, 5, 6, 3, 1, 7]",31.16509,1153104.0,1
"[1, 2, 0, 1, 7, 0, 0, 4, 3, 2, 2, 0, 7, 2, 0, 7, 6, 3, 0, 4, 2, 6, 3, 1, 2, 6, 0, 0]",30.972327,107648.0,1
"[1, 2, 0, 1, 7, 0, 0, 5, 3, 2, 2, 0, 7, 2, 0, 7, 6, 3, 0, 4, 2, 6, 3, 1, 2, 6, 0, 0]",31.030031,416768.0,1
"[4, 2, 1, 6, 2, 3, 7, 7, 6, 6, 4, 3, 7, 7, 2, 4, 4, 4, 3, 7, 3, 3, 1, 0, 3, 7, 0, 3]",30.88367,66064.0,1
"[4, 6, 4, 6, 3, 1, 4, 2, 2, 1, 7, 7, 1, 5, 7, 0, 6, 1, 5, 1, 0, 7, 0, 2, 3, 4, 5, 4]",30.761009,77312.0,1
"[0, 2, 5, 1, 0, 5, 5, 3, 0, 1, 7, 1, 1, 5, 2, 1, 4, 7, 2, 1, 4, 3, 6, 4, 1, 5, 1, 2]",29.969596,61792.0,1
"[0, 5, 5, 6, 6, 2, 2, 4, 3, 7, 0, 2, 0, 2, 4, 1, 4, 4, 4, 7, 1, 4, 5, 1, 4, 2, 5, 2]",30.509985,61984.0,1
"[4, 0, 4, 0, 2, 7, 1, 6, 2, 7, 6, 2, 3, 5, 0, 7, 5, 1, 0, 1, 0, 6, 7, 1, 7, 4, 5, 5]",30.558096,90704.0,1
"[4, 7, 6, 5, 5, 2, 5, 1, 1, 5, 7, 6, 4, 1, 7, 5, 6, 6, 1, 5, 5, 3, 3, 4, 1, 0, 3, 7]",31.507184,145984.0,1
"[4, 0, 3, 5, 6, 4, 5, 7, 4, 7, 3, 7, 7, 0, 0, 6, 0, 6, 6, 6, 0, 2, 1, 7, 0, 2, 0, 7]",31.083478,112704.0,1
"[2, 3, 2, 1, 0, 0, 6, 0, 7, 1, 5, 0, 0, 1, 0, 2, 5, 2, 4, 6, 1, 5, 2, 7, 1, 6, 1, 4]",31.100812,782160.0,1
"[0, 0, 0, 7, 3, 2, 1, 7, 5, 5, 6, 7, 1, 4, 2, 7, 1, 2, 1, 0, 5, 4, 3, 4, 3, 3, 1, 3]",30.60285,69584.0,1
"[4, 6, 3, 4, 6, 2, 0, 7, 0, 1, 4, 4, 2, 2, 7, 7, 1, 2, 4, 7, 1, 1, 6, 2, 4, 2, 1, 1]",30.994804,89872.0,1
"[7, 0, 0, 1, 0, 0, 3, 6, 4, 6, 2, 0, 4, 4, 6, 1, 5, 4, 0, 7, 0, 3, 4, 3, 0, 7, 7, 4]",30.721345,86240.0,1
"[4, 6, 1, 1, 6, 1, 0, 4, 2, 1, 0, 6, 2, 0, 4, 5, 1, 0, 5, 0, 7, 5, 0, 1, 6, 7, 4, 0]",29.673367,63024.0,1
"[5, 6, 0, 3, 6, 1, 3, 2, 4, 6, 2, 6, 0, 2, 1, 0, 3, 1, 2, 3, 7, 5, 7, 6, 5, 4, 7, 0]",31.20419,214528.0,1
"[1, 4, 2, 2, 5, 0, 4, 1, 1, 0, 4, 6, 3, 1, 7, 5, 5, 0, 4, 7, 7, 5, 1, 0, 5, 0, 5, 3]",30.845892,175072.0,1
"[1, 0, 5, 1, 1, 0, 1, 6, 4, 1, 3, 7, 6, 0, 6, 4, 3, 0, 0, 7, 1, 7, 2, 4, 0, 4, 0, 4]",31.278495,206656.0,1
"[4, 6, 3, 4, 5, 0, 2, 7, 6, 1, 5, 7, 5, 1, 7, 5, 6, 7, 1, 5, 5, 3, 3, 5, 1, 0, 3, 7]",30.739199,199808.0,1
"[2, 5, 5, 7, 5, 1, 0, 4, 0, 7, 4, 1, 4, 6, 7, 5, 5, 4, 7, 2, 6, 6, 0, 6, 2, 6, 6, 6]",31.18365,1038096.0,1
"[0, 0, 5, 6, 5, 3, 1, 1, 0, 6, 1, 5, 5, 5, 4, 3, 0, 0, 4, 7, 7, 4, 0, 1, 6, 2, 4, 1]",30.065306,81504.0,1
"[0, 6, 5, 6, 3, 2, 6, 4, 5, 6, 7, 5, 4, 3, 1, 7, 6, 6, 3, 0, 0, 0, 6, 3, 4, 4, 7, 5]",30.041948,79696.0,1
"[4, 1, 5, 3, 2, 1, 7, 3, 6, 5, 5, 2, 0, 2, 7, 3, 2, 6, 3, 7, 4, 4, 6, 4, 3, 1, 7, 1]",30.819135,149968.0,1
"[2, 2, 0, 1, 2, 4, 7, 1, 5, 5, 7, 6, 7, 4, 1, 2, 4, 1, 4, 4, 0, 2, 4, 5, 2, 2, 0, 5]",30.416584,94176.0,1
"[4, 6, 1, 1, 6, 1, 0, 4, 2, 1, 0, 6, 2, 0, 4, 5, 1, 7, 5, 0, 7, 5, 0, 1, 6, 7, 4, 0]",30.012203,87600.0,1
"[5, 6, 6, 7, 3, 1, 7, 6, 6, 2, 7, 0, 6, 2, 0, 7, 3, 4, 0, 2, 2, 4, 4, 0, 7, 4, 1, 0]",30.66067,257632.0,1
"[5, 1, 3, 2, 2, 4, 1, 3, 4, 0, 7, 4, 1, 1, 3, 3, 2, 4, 2, 7, 5, 3, 2, 7, 1, 1, 1, 6]",30.998298,490400.0,1
"[1, 4, 2, 2, 5, 0, 4, 1, 1, 0, 4, 6, 3, 1, 7, 5, 5, 7, 4, 7, 7, 5, 1, 0, 5, 0, 5, 3]",31.307705,276448.0,1
"[4, 6, 3, 3, 7, 3, 5, 7, 6, 1, 5, 7, 5, 1, 7, 5, 6, 6, 1, 5, 5, 3, 3, 5, 1, 0, 3, 7]",30.980272,221792.0,1
"[4, 6, 3, 3, 7, 3, 5, 7, 6, 1, 5, 7, 5, 0, 7, 5, 1, 1, 7, 0, 2, 3, 3, 5, 1, 0, 3, 7]",30.553193,221952.0,1
"[0, 4, 5, 0, 4, 6, 2, 7, 3, 1, 4, 4, 2, 2, 6, 7, 1, 7, 3, 1, 0, 5, 2, 5, 0, 4, 2, 6]",29.473299,86512.0,1
"[4, 5, 7, 5, 0, 4, 1, 3, 1, 6, 1, 5, 1, 0, 4, 2, 6, 2, 5, 7, 0, 5, 7, 5, 3, 1, 4, 4]",30.00569,82832.0,1
"[4, 4, 4, 4, 2, 3, 7, 1, 5, 4, 6, 3, 7, 3, 0, 7, 6, 0, 0, 1, 5, 7, 1, 3, 7, 6, 3, 2]",30.35402,203936.0,1
"[0, 0, 5, 6, 5, 3, 1, 1, 3, 2, 4, 4, 4, 3, 1, 4, 6, 0, 5, 7, 7, 4, 0, 1, 6, 2, 4, 1]",30.989808,112080.0,1
"[0, 6, 4, 4, 4, 5, 3, 3, 2, 3, 2, 2, 4, 0, 3, 6, 5, 1, 6, 2, 6, 1, 0, 0, 0, 0, 0, 5]",30.310664,104144.0,1
"[2, 4, 5, 6, 6, 5, 0, 0, 2, 5, 1, 7, 3, 1, 6, 0, 7, 4, 2, 1, 7, 3, 1, 5, 7, 0, 1, 7]",31.512646,1278672.0,1
"[6, 4, 0, 5, 6, 0, 5, 0, 7, 0, 1, 4, 3, 2, 4, 2, 1, 3, 1, 0, 0, 2, 4, 4, 1, 0, 6, 3]",31.291557,614064.0,1
"[1, 2, 0, 1, 7, 7, 0, 7, 2, 5, 1, 1, 4, 7, 0, 1, 0, 3, 1, 6, 3, 7, 1, 1, 2, 6, 0, 0]",31.152447,345856.0,1
"[6, 4, 0, 5, 6, 0, 5, 0, 7, 0, 1, 4, 3, 2, 4, 2, 6, 4, 1, 0, 0, 2, 4, 4, 0, 3, 6, 3]",31.049247,390432.0,1
"[5, 6, 1, 1, 3, 2, 1, 7, 5, 5, 6, 7, 1, 4, 2, 7, 1, 2, 1, 0, 5, 4, 3, 4, 3, 3, 0, 6]",30.620974,250080.0,1
"[5, 2, 0, 2, 2, 5, 5, 6, 7, 2, 3, 5, 7, 1, 0, 1, 0, 5, 7, 0, 5, 3, 0, 5, 0, 7, 7, 2]",29.980248,299072.0,1
"[1, 4, 2, 2, 5, 0, 4, 0, 1, 0, 4, 6, 3, 1, 7, 5, 5, 0, 4, 7, 7, 5, 3, 7, 5, 7, 5, 2]",30.630892,236384.0,1
"[5, 0, 1, 6, 1, 4, 5, 6, 7, 2, 3, 5, 7, 1, 0, 1, 0, 5, 7, 0, 5, 3, 0, 5, 0, 7, 7, 2]",29.972602,307264.0,1
"[4, 5, 7, 5, 0, 4, 1, 3, 1, 6, 1, 7, 1, 0, 4, 2, 6, 2, 5, 7, 0, 5, 7, 5, 3, 1, 4, 4]",30.169887,103312.0,1
"[2, 2, 1, 1, 2, 4, 7, 2, 5, 5, 7, 6, 6, 4, 1, 2, 4, 1, 4, 4, 0, 2, 4, 5, 2, 2, 0, 5]",30.213088,131040.0,1
"[4, 1, 5, 3, 2, 1, 7, 3, 6, 5, 5, 2, 2, 3, 0, 3, 2, 6, 3, 7, 4, 4, 6, 4, 3, 1, 7, 1]",30.696816,129200.0,1
"[0, 4, 5, 6, 2, 1, 6, 5, 4, 6, 6, 3, 2, 2, 6, 7, 1, 7, 3, 1, 0, 5, 2, 5, 0, 4, 2, 6]",30.585794,132448.0,1
"[7, 2, 0, 1, 7, 0, 0, 6, 4, 3, 1, 2, 3, 0, 0, 1, 6, 1, 3, 5, 0, 1, 6, 7, 4, 5, 3, 7]",30.868372,2498848.0,1
"[6, 7, 0, 6, 0, 4, 7, 7, 6, 0, 6, 3, 1, 0, 3, 1, 4, 4, 4, 2, 1, 3, 0, 2, 5, 5, 5, 3]",31.376474,857424.0,1
"[5, 0, 5, 6, 5, 3, 1, 1, 0, 2, 3, 5, 6, 1, 0, 1, 0, 5, 7, 0, 5, 3, 0, 5, 0, 7, 7, 2]",30.288895,359840.0,1
"[2, 3, 4, 2, 7, 6, 4, 0, 7, 4, 5, 4, 4, 6, 1, 7, 0, 0, 7, 1, 2, 0, 3, 4, 3, 4, 0, 6]",29.831191,303120.0,1
"[4, 2, 4, 3, 3, 3, 2, 6, 2, 3, 2, 4, 5, 4, 2, 2, 1, 6, 6, 4, 0, 6, 4, 1, 3, 0, 7, 0]",29.332117,103760.0,1
"[4, 2, 4, 3, 3, 3, 2, 6, 2, 3, 2, 4, 5, 4, 2, 2, 0, 6, 6, 4, 0, 6, 4, 1, 3, 0, 7, 0]",29.354619,103760.0,1
"[0, 5, 5, 6, 6, 2, 2, 5, 3, 7, 0, 2, 0, 2, 4, 1, 4, 4, 4, 7, 1, 4, 5, 1, 4, 2, 5, 2]",30.445261,166688.0,1
"[0, 2, 1, 2, 4, 2, 0, 1, 4, 0, 2, 2, 6, 2, 3, 2, 6, 0, 5, 3, 0, 6, 3, 3, 6, 6, 3, 7]",30.153461,156400.0,1
"[5, 3, 7, 0, 0, 2, 6, 0, 4, 3, 6, 2, 4, 4, 6, 1, 6, 5, 5, 4, 0, 7, 6, 0, 3, 6, 2, 2]",30.29302,269280.0,1
"[0, 1, 1, 4, 6, 1, 6, 7, 2, 1, 1, 4, 3, 6, 6, 1, 5, 4, 7, 5, 2, 1, 5, 2, 7, 5, 3, 4]",29.73697,142416.0,1
"[5, 2, 6, 5, 0, 5, 7, 0, 4, 5, 6, 1, 5, 4, 2, 5, 3, 1, 2, 3, 3, 4, 3, 3, 1, 7, 2, 5]",30.67361,295456.0,1
"[0, 2, 0, 2, 4, 2, 0, 1, 4, 0, 2, 2, 6, 2, 3, 2, 6, 0, 5, 2, 1, 2, 3, 3, 6, 6, 3, 7]",30.228975,156400.0,1
"[3, 4, 3, 4, 6, 1, 3, 2, 4, 6, 2, 6, 0, 2, 1, 0, 3, 1, 2, 3, 7, 5, 7, 6, 5, 5, 1, 1]",31.181374,994848.0,1
"[1, 7, 3, 5, 0, 1, 7, 6, 2, 2, 0, 0, 3, 6, 4, 0, 5, 3, 5, 3, 4, 6, 6, 7, 5, 6, 7, 3]",31.145713,639424.0,1
"[1, 3, 7, 2, 7, 6, 4, 0, 7, 4, 7, 7, 3, 1, 6, 0, 7, 4, 2, 1, 7, 3, 3, 4, 3, 4, 0, 1]",30.790951,438208.0,1
"[1, 7, 3, 5, 0, 0, 6, 3, 4, 1, 0, 0, 3, 6, 4, 0, 5, 3, 5, 0, 4, 6, 6, 7, 5, 6, 0, 3]",30.930955,334208.0,1
"[4, 6, 7, 1, 3, 3, 5, 3, 5, 1, 7, 1, 2, 3, 1, 3, 0, 4, 4, 0, 3, 7, 5, 7, 2, 2, 4, 6]",30.474168,199504.0,1
"[6, 4, 1, 3, 2, 2, 4, 3, 4, 6, 2, 0, 1, 2, 5, 0, 0, 5, 7, 0, 6, 4, 6, 5, 6, 3, 4, 6]",30.29481,318336.0,1
"[3, 2, 5, 6, 5, 3, 7, 6, 0, 7, 3, 7, 0, 0, 1, 0, 3, 4, 1, 7, 2, 1, 6, 6, 5, 5, 4, 1]",30.426028,2285600.0,1
"[7, 1, 1, 1, 6, 0, 7, 4, 1, 7, 2, 2, 2, 3, 2, 0, 1, 3, 4, 7, 1, 1, 0, 4, 5, 3, 3, 6]",30.894333,1339744.0,1
"[5, 0, 0, 7, 3, 3, 2, 7, 6, 1, 5, 7, 5, 1, 7, 5, 6, 6, 1, 5, 5, 3, 3, 5, 1, 0, 3, 2]",31.063741,776352.0,1
"[6, 6, 4, 1, 2, 0, 0, 1, 6, 4, 7, 0, 7, 0, 3, 1, 4, 0, 4, 0, 4, 4, 2, 7, 1, 4, 3, 1]",30.793853,537408.0,1
"[6, 0, 1, 0, 2, 0, 0, 5, 1, 1, 1, 6, 5, 0, 0, 2, 6, 0, 2, 3, 7, 0, 0, 5, 3, 3, 5, 0]",30.54875,470400.0,1
"[3, 2, 5, 6, 0, 4, 7, 6, 0, 7, 3, 0, 0, 0, 1, 7, 3, 4, 1, 7, 1, 1, 6, 6, 5, 5, 4, 1]",30.11328,551648.0,1
"[5, 2, 0, 2, 2, 5, 5, 6, 7, 2, 6, 6, 1, 4, 2, 5, 0, 5, 7, 0, 5, 3, 0, 5, 0, 7, 7, 2]",29.371884,315008.0,1
"[4, 4, 4, 4, 2, 3, 6, 0, 7, 1, 5, 0, 0, 1, 0, 2, 5, 2, 7, 1, 5, 7, 1, 3, 7, 6, 3, 2]",29.42474,221296.0,1
"[5, 6, 6, 7, 3, 1, 6, 1, 1, 3, 4, 5, 6, 1, 5, 6, 3, 6, 6, 4, 7, 4, 7, 4, 2, 4, 1, 0]",30.198963,284512.0,1
"[5, 2, 7, 6, 6, 4, 5, 7, 3, 2, 7, 4, 4, 3, 1, 4, 6, 3, 7, 3, 2, 0, 7, 6, 6, 5, 5, 5]",30.138291,435328.0,1
