Net,PSNR,Params,Generation
"[4, 7, 2, 7, 3, 5, 3, 5, 2, 1, 1, 2, 2, 7, 4, 2, 7, 0, 1, 2, 6, 6, 7, 1, 3, 0, 2, 2]",32.023183,97680.0,1
"[0, 6, 5, 2, 3, 5, 0, 2, 4, 4, 7, 4, 1, 4, 7, 4, 3, 5, 0, 6, 4, 7, 7, 7, 3, 2, 2, 7]",31.432801,41968.0,1
"[0, 4, 3, 1, 7, 5, 1, 7, 0, 4, 1, 1, 1, 2, 0, 1, 0, 4, 5, 4, 0, 4, 7, 4, 4, 5, 1, 7]",30.893848,32400.0,1
"[7, 7, 4, 2, 2, 1, 2, 7, 2, 3, 1, 0, 1, 4, 1, 3, 2, 0, 4, 3, 4, 3, 0, 0, 2, 0, 6, 1]",31.763655,385312.0,1
"[4, 6, 1, 6, 0, 7, 1, 1, 1, 3, 0, 1, 1, 5, 1, 0, 1, 0, 2, 3, 1, 0, 4, 5, 1, 1, 7, 7]",31.333062,108000.0,1
"[4, 7, 6, 6, 4, 3, 4, 4, 1, 5, 1, 7, 0, 2, 2, 1, 1, 7, 1, 0, 2, 6, 4, 1, 7, 2, 5, 4]",31.38884,78016.0,1
"[4, 4, 1, 3, 1, 5, 3, 7, 7, 2, 6, 1, 2, 2, 1, 6, 0, 0, 7, 3, 0, 3, 2, 3, 2, 1, 5, 2]",30.882682,74016.0,1
"[4, 7, 6, 6, 4, 3, 4, 4, 1, 5, 1, 5, 2, 2, 1, 3, 3, 4, 5, 7, 2, 3, 0, 1, 7, 2, 5, 4]",30.593191,32592.0,1
"[3, 2, 7, 0, 1, 1, 0, 1, 1, 6, 0, 3, 1, 6, 0, 0, 7, 3, 1, 2, 1, 3, 1, 0, 0, 4, 0, 6]",31.598395,927712.0,1
"[5, 3, 0, 0, 7, 0, 1, 6, 2, 7, 1, 3, 2, 6, 5, 2, 6, 0, 7, 2, 3, 2, 1, 5, 1, 2, 5, 4]",31.193643,468992.0,1
"[6, 6, 7, 2, 6, 0, 2, 6, 0, 4, 5, 6, 2, 7, 7, 2, 2, 5, 5, 6, 3, 4, 6, 0, 3, 0, 5, 5]",31.115549,927696.0,1
"[6, 2, 2, 1, 6, 4, 4, 7, 2, 2, 2, 1, 3, 4, 0, 3, 0, 6, 4, 3, 4, 0, 1, 1, 1, 0, 6, 5]",31.386443,434064.0,1
"[1, 0, 6, 1, 4, 2, 0, 4, 2, 2, 3, 5, 6, 0, 3, 4, 6, 3, 0, 7, 6, 7, 4, 0, 6, 4, 6, 4]",31.02796,196672.0,1
"[0, 1, 4, 2, 2, 1, 2, 7, 1, 1, 5, 0, 2, 0, 1, 1, 6, 6, 1, 0, 1, 3, 6, 1, 1, 6, 7, 2]",30.862004,82528.0,1
"[5, 0, 6, 4, 2, 0, 0, 5, 6, 4, 2, 5, 0, 5, 1, 5, 3, 2, 1, 1, 0, 1, 7, 2, 4, 3, 0, 1]",30.699043,193312.0,1
"[0, 2, 1, 5, 7, 3, 1, 4, 2, 7, 5, 6, 0, 7, 7, 5, 5, 0, 4, 3, 2, 4, 1, 0, 4, 1, 3, 0]",30.575411,44240.0,1
"[2, 6, 0, 0, 1, 5, 0, 6, 3, 1, 3, 5, 3, 4, 2, 4, 3, 1, 6, 6, 2, 5, 7, 3, 6, 4, 1, 7]",31.133819,531360.0,1
"[3, 0, 0, 7, 4, 4, 0, 7, 6, 4, 1, 2, 0, 4, 3, 0, 2, 6, 0, 2, 2, 3, 4, 1, 0, 7, 1, 0]",31.043022,656672.0,1
"[7, 2, 1, 5, 7, 0, 7, 3, 3, 6, 1, 2, 3, 4, 0, 3, 0, 6, 4, 3, 3, 0, 1, 1, 1, 0, 6, 5]",31.21754,1693984.0,1
"[5, 0, 0, 1, 3, 6, 5, 5, 5, 7, 1, 1, 5, 7, 0, 5, 6, 2, 5, 5, 1, 5, 0, 0, 2, 4, 7, 7]",30.942213,268672.0,1
"[5, 3, 0, 0, 4, 0, 3, 7, 6, 2, 1, 0, 4, 7, 1, 0, 3, 6, 1, 3, 6, 4, 3, 2, 6, 4, 6, 0]",31.073249,166720.0,1
"[4, 7, 6, 6, 4, 3, 4, 4, 1, 5, 1, 5, 3, 2, 1, 3, 0, 6, 4, 3, 3, 7, 4, 1, 7, 2, 5, 4]",30.422767,83472.0,1
"[5, 7, 7, 2, 6, 0, 7, 6, 4, 0, 7, 0, 2, 5, 5, 4, 1, 4, 4, 1, 5, 0, 2, 3, 5, 4, 1, 2]",31.187145,145792.0,1
"[0, 1, 6, 0, 7, 6, 3, 6, 3, 1, 3, 7, 0, 2, 2, 1, 0, 7, 1, 1, 0, 6, 7, 0, 6, 2, 7, 0]",30.731126,97696.0,1
"[4, 7, 6, 6, 4, 3, 4, 4, 1, 5, 1, 5, 3, 2, 1, 3, 0, 0, 3, 2, 3, 7, 4, 1, 7, 2, 5, 4]",30.03537,78144.0,1
"[4, 5, 4, 7, 4, 6, 0, 7, 1, 6, 1, 6, 1, 0, 7, 1, 1, 2, 5, 2, 0, 4, 1, 2, 4, 4, 3, 6]",29.761445,68192.0,1
"[7, 4, 1, 3, 1, 5, 3, 7, 7, 2, 6, 1, 2, 2, 1, 6, 7, 0, 4, 6, 6, 1, 6, 3, 2, 1, 5, 2]",30.897982,1315296.0,1
"[7, 0, 4, 4, 5, 0, 2, 6, 0, 0, 1, 5, 4, 3, 3, 4, 3, 2, 4, 6, 0, 6, 6, 2, 5, 2, 1, 4]",30.992627,662112.0,1
"[2, 7, 4, 2, 5, 2, 1, 6, 1, 4, 5, 7, 6, 3, 5, 5, 6, 5, 5, 2, 6, 0, 0, 1, 6, 3, 0, 0]",30.998692,1183824.0,1
"[7, 7, 2, 3, 5, 1, 0, 6, 1, 2, 3, 6, 1, 6, 7, 0, 6, 3, 6, 2, 4, 5, 2, 5, 7, 0, 2, 3]",31.029613,1776864.0,1
"[5, 0, 0, 1, 3, 6, 5, 5, 5, 7, 1, 0, 2, 2, 1, 5, 6, 2, 5, 5, 1, 5, 0, 0, 2, 4, 7, 7]",30.541469,271840.0,1
"[5, 0, 0, 5, 1, 2, 0, 5, 6, 3, 2, 6, 0, 5, 1, 5, 3, 2, 1, 1, 0, 1, 7, 2, 4, 3, 0, 1]",31.020452,375776.0,1
"[1, 6, 4, 6, 7, 2, 5, 4, 0, 1, 6, 0, 3, 7, 5, 6, 5, 3, 1, 2, 3, 4, 1, 4, 4, 0, 4, 2]",31.546421,279904.0,1
"[5, 2, 5, 7, 2, 1, 0, 6, 1, 2, 0, 6, 1, 6, 7, 0, 6, 3, 6, 3, 2, 1, 6, 2, 1, 7, 1, 1]",30.904161,433056.0,1
"[4, 3, 6, 1, 2, 5, 3, 6, 4, 3, 7, 7, 4, 7, 4, 2, 0, 6, 2, 5, 2, 1, 6, 4, 5, 2, 2, 5]",29.876622,86480.0,1
"[0, 1, 6, 0, 7, 6, 3, 6, 3, 1, 3, 7, 0, 2, 2, 1, 0, 7, 1, 0, 2, 0, 0, 0, 6, 2, 7, 0]",30.012699,104112.0,1
"[1, 4, 3, 1, 7, 5, 1, 7, 0, 4, 1, 1, 1, 2, 0, 6, 0, 4, 5, 4, 0, 4, 7, 4, 4, 5, 1, 7]",30.778388,119520.0,1
"[0, 1, 6, 4, 6, 6, 6, 1, 6, 1, 5, 0, 2, 3, 1, 1, 6, 6, 1, 0, 1, 3, 6, 1, 1, 6, 7, 2]",29.959348,113248.0,1
"[1, 5, 0, 0, 4, 5, 0, 5, 3, 6, 1, 2, 7, 2, 1, 4, 0, 2, 3, 1, 3, 2, 7, 0, 3, 5, 2, 7]",31.282337,912192.0,1
"[3, 6, 0, 0, 6, 5, 5, 0, 6, 0, 4, 2, 5, 2, 7, 0, 7, 0, 4, 6, 5, 0, 4, 4, 1, 3, 2, 2]",30.934887,754592.0,1
"[2, 7, 7, 2, 2, 5, 4, 2, 4, 0, 4, 6, 4, 3, 1, 7, 0, 2, 1, 5, 4, 7, 0, 7, 3, 1, 4, 1]",31.224573,726480.0,1
"[1, 7, 6, 2, 1, 6, 2, 6, 6, 4, 5, 5, 0, 2, 5, 0, 0, 4, 5, 0, 3, 6, 6, 2, 0, 5, 0, 0]",30.828589,320128.0,1
"[5, 3, 2, 6, 3, 5, 6, 2, 7, 3, 7, 2, 3, 7, 1, 2, 7, 7, 1, 3, 7, 1, 0, 6, 3, 7, 3, 6]",30.419691,512864.0,1
"[4, 2, 4, 6, 3, 7, 0, 5, 1, 3, 2, 4, 0, 3, 3, 1, 5, 4, 2, 3, 6, 0, 6, 5, 4, 3, 2, 6]",28.932734,94384.0,1
"[4, 7, 0, 2, 2, 5, 6, 2, 7, 6, 3, 2, 7, 0, 4, 6, 3, 5, 0, 0, 7, 5, 0, 5, 7, 4, 6, 1]",30.133067,111488.0,1
"[4, 2, 4, 7, 3, 7, 0, 5, 1, 3, 2, 7, 0, 3, 3, 1, 5, 4, 3, 3, 6, 0, 0, 5, 4, 3, 2, 6]",28.637544,108080.0,1
"[4, 1, 7, 5, 3, 6, 0, 7, 1, 6, 1, 6, 1, 0, 7, 1, 1, 2, 5, 2, 0, 4, 1, 2, 7, 4, 3, 0]",30.184824,111600.0,1
"[1, 4, 7, 5, 5, 0, 2, 7, 0, 4, 2, 4, 4, 0, 0, 7, 7, 0, 7, 3, 3, 6, 7, 7, 5, 6, 2, 7]",30.482623,281152.0,1
"[5, 2, 5, 7, 1, 4, 2, 3, 1, 4, 5, 5, 7, 7, 6, 7, 7, 0, 5, 3, 2, 1, 6, 2, 1, 7, 1, 1]",30.521435,241248.0,1
"[4, 1, 7, 5, 3, 3, 0, 7, 7, 3, 1, 6, 2, 7, 5, 1, 7, 0, 1, 5, 6, 2, 7, 1, 4, 3, 3, 0]",30.736551,114336.0,1
"[2, 7, 3, 6, 0, 5, 4, 5, 1, 4, 1, 7, 5, 1, 3, 2, 0, 5, 4, 5, 5, 0, 7, 7, 3, 0, 5, 6]",31.139259,769632.0,1
"[6, 7, 0, 6, 4, 6, 1, 3, 2, 7, 4, 4, 2, 6, 1, 2, 6, 1, 2, 1, 4, 7, 1, 2, 7, 0, 3, 5]",30.939525,842352.0,1
"[2, 7, 4, 2, 5, 2, 1, 6, 1, 4, 5, 7, 6, 3, 5, 5, 6, 5, 5, 2, 6, 0, 3, 1, 5, 7, 2, 0]",30.97113,1160688.0,1
"[6, 6, 7, 2, 6, 3, 4, 3, 4, 4, 5, 6, 2, 7, 7, 2, 2, 5, 5, 6, 3, 4, 6, 0, 3, 0, 5, 2]",31.264958,1054368.0,1
"[5, 0, 0, 5, 1, 2, 0, 5, 6, 3, 2, 6, 0, 5, 1, 5, 3, 2, 1, 1, 0, 1, 7, 4, 6, 7, 2, 1]",30.837951,373664.0,1
"[2, 4, 6, 7, 6, 4, 4, 0, 6, 3, 1, 5, 2, 6, 0, 1, 2, 4, 0, 3, 7, 0, 3, 4, 3, 6, 0, 2]",30.727167,452784.0,1
"[2, 4, 2, 5, 5, 1, 6, 7, 6, 1, 6, 2, 3, 4, 6, 7, 0, 2, 0, 3, 6, 5, 3, 2, 0, 3, 1, 2]",31.279812,693312.0,1
"[4, 2, 4, 6, 3, 7, 0, 5, 1, 2, 5, 7, 5, 2, 5, 4, 0, 0, 4, 1, 1, 2, 4, 5, 6, 7, 2, 6]",29.079826,97456.0,1
"[5, 1, 7, 6, 2, 0, 0, 7, 7, 7, 1, 1, 5, 7, 0, 5, 4, 3, 5, 1, 3, 5, 7, 6, 5, 4, 2, 0]",30.169336,282240.0,1
"[1, 4, 4, 1, 1, 7, 4, 3, 7, 3, 1, 5, 2, 6, 0, 1, 2, 4, 0, 3, 3, 0, 0, 1, 2, 7, 7, 1]",30.292167,366592.0,1
"[1, 7, 3, 0, 3, 1, 0, 4, 2, 6, 3, 3, 5, 1, 7, 0, 2, 0, 6, 6, 2, 7, 3, 1, 6, 4, 3, 5]",30.099823,308736.0,1
"[5, 4, 1, 3, 4, 7, 2, 7, 3, 6, 2, 7, 4, 1, 2, 1, 7, 0, 7, 3, 0, 3, 2, 3, 1, 4, 3, 2]",30.144554,232000.0,1
"[0, 3, 3, 1, 3, 5, 4, 2, 0, 4, 3, 7, 6, 3, 4, 7, 2, 5, 1, 0, 7, 2, 0, 6, 7, 4, 7, 4]",29.58111,137808.0,1
"[1, 1, 6, 3, 7, 6, 0, 6, 1, 1, 3, 7, 0, 2, 2, 1, 0, 7, 0, 4, 2, 1, 7, 7, 1, 2, 7, 0]",30.42204,331136.0,1
"[7, 7, 4, 7, 4, 4, 5, 6, 4, 1, 1, 3, 1, 1, 5, 3, 5, 5, 5, 1, 5, 3, 7, 4, 1, 4, 1, 0]",31.091808,894240.0,1
"[3, 1, 1, 5, 1, 5, 2, 5, 0, 2, 6, 5, 6, 0, 0, 5, 6, 0, 6, 6, 7, 6, 7, 1, 4, 3, 5, 3]",30.404271,1125536.0,1
