Net,PSNR,Params,Generation
"[4, 2, 4, 7, 1, 5, 2, 2, 0, 4, 4, 7, 3, 4, 0, 3, 6, 0, 2, 4, 3, 1, 7, 7, 0, 1, 6, 1]",30.68489,31888.0,1
"[0, 2, 0, 2, 7, 1, 5, 0, 3, 6, 7, 3, 0, 7, 4, 3, 7, 1, 4, 1, 1, 7, 3, 0, 5, 2, 4, 7]",30.82295,51680.0,1
"[6, 0, 4, 3, 6, 1, 5, 2, 4, 4, 7, 5, 5, 7, 5, 4, 3, 4, 7, 7, 1, 5, 2, 5, 0, 2, 3, 2]",31.863739,428976.0,1
"[0, 4, 4, 3, 1, 4, 5, 6, 6, 4, 6, 7, 6, 3, 1, 3, 4, 0, 3, 7, 1, 4, 3, 6, 3, 6, 6, 3]",31.493115,109952.0,1
"[4, 3, 1, 6, 1, 4, 6, 1, 0, 2, 3, 3, 0, 5, 6, 2, 4, 2, 1, 6, 1, 4, 4, 3, 0, 0, 2, 0]",31.461774,77184.0,1
"[0, 2, 6, 1, 6, 6, 1, 7, 3, 0, 2, 7, 6, 0, 7, 2, 6, 6, 7, 2, 3, 7, 0, 6, 3, 0, 0, 0]",31.197645,205136.0,1
"[4, 0, 0, 7, 7, 2, 4, 3, 2, 0, 6, 7, 6, 3, 1, 3, 0, 5, 2, 1, 5, 0, 4, 6, 6, 4, 5, 2]",29.61213,69376.0,1
"[0, 0, 4, 2, 4, 0, 5, 1, 5, 0, 1, 1, 3, 7, 3, 2, 5, 6, 6, 0, 1, 0, 2, 2, 4, 3, 1, 1]",30.51631,71248.0,1
"[1, 1, 6, 1, 3, 5, 0, 5, 5, 6, 2, 7, 1, 1, 5, 2, 3, 1, 1, 7, 6, 4, 1, 6, 2, 1, 1, 4]",31.391005,361408.0,1
"[4, 0, 0, 7, 7, 2, 4, 3, 2, 0, 6, 7, 6, 3, 1, 3, 0, 5, 2, 4, 5, 7, 4, 6, 6, 4, 5, 2]",29.258898,68784.0,1
"[4, 4, 2, 6, 7, 7, 0, 6, 0, 2, 1, 0, 5, 6, 3, 5, 1, 1, 2, 7, 0, 1, 4, 2, 5, 6, 7, 1]",29.669169,64272.0,1
"[0, 2, 0, 1, 6, 7, 3, 6, 1, 5, 5, 6, 6, 0, 2, 0, 6, 4, 1, 2, 2, 2, 7, 5, 3, 2, 5, 1]",31.383657,131120.0,1
"[0, 4, 4, 3, 1, 4, 5, 7, 6, 4, 6, 7, 6, 3, 1, 3, 4, 0, 3, 7, 1, 4, 3, 5, 3, 6, 6, 3]",31.373087,87152.0,1
