Net,PSNR,Params,Generation
"[0, 7, 7, 4, 1, 0, 3, 0, 4, 2, 7, 0, 5, 2, 0, 4, 5, 2, 4, 7, 6, 2, 2, 2, 6, 3, 5, 5]",31.185823,42528.0,1
"[4, 3, 4, 5, 3, 0, 2, 6, 0, 7, 7, 7, 5, 0, 4, 0, 6, 4, 3, 5, 3, 5, 4, 4, 3, 7, 1, 2]",31.200816,61792.0,1
"[4, 7, 3, 5, 0, 0, 7, 7, 4, 0, 0, 0, 1, 6, 5, 5, 2, 3, 2, 2, 1, 2, 5, 2, 4, 4, 6, 3]",32.442379,70128.0,1
"[0, 4, 7, 5, 5, 1, 1, 4, 3, 7, 7, 7, 1, 3, 6, 0, 3, 2, 0, 3, 5, 1, 5, 5, 4, 4, 3, 4]",30.812202,43712.0,1
"[0, 7, 5, 7, 4, 3, 2, 7, 1, 7, 4, 6, 3, 2, 1, 5, 3, 5, 6, 1, 4, 6, 0, 0, 2, 5, 5, 7]",31.106097,43424.0,1
"[0, 7, 6, 7, 7, 0, 0, 3, 1, 1, 1, 6, 5, 3, 6, 7, 6, 4, 1, 2, 3, 5, 3, 1, 2, 7, 0, 6]",31.761761,78032.0,1
"[1, 3, 4, 2, 6, 1, 2, 4, 6, 4, 7, 6, 4, 6, 2, 5, 7, 2, 1, 7, 3, 7, 1, 5, 3, 6, 4, 2]",31.876927,128672.0,1
"[4, 2, 5, 1, 2, 1, 0, 7, 7, 3, 1, 5, 7, 2, 5, 6, 7, 7, 5, 3, 2, 2, 4, 2, 0, 2, 6, 1]",30.40096,58240.0,1
"[4, 2, 4, 1, 1, 4, 5, 1, 0, 1, 4, 4, 4, 1, 0, 5, 0, 0, 3, 5, 2, 1, 4, 4, 4, 5, 1, 6]",29.853761,50992.0,1
"[4, 7, 2, 3, 3, 2, 0, 3, 5, 2, 4, 4, 1, 0, 3, 4, 4, 0, 5, 1, 7, 4, 5, 4, 5, 2, 4, 2]",29.313512,45072.0,1
"[4, 7, 1, 0, 5, 4, 3, 3, 0, 1, 4, 5, 7, 6, 0, 1, 6, 7, 7, 2, 4, 6, 0, 5, 2, 1, 2, 7]",31.513171,93312.0,1
"[1, 6, 1, 0, 7, 6, 4, 7, 3, 4, 3, 4, 3, 2, 5, 5, 2, 2, 7, 0, 1, 3, 2, 0, 0, 0, 3, 1]",31.452498,277408.0,1
"[5, 7, 1, 4, 0, 6, 6, 7, 3, 4, 3, 6, 0, 6, 2, 4, 7, 0, 6, 1, 6, 4, 2, 1, 7, 7, 2, 2]",31.542661,195232.0,1
"[1, 7, 0, 3, 7, 6, 3, 1, 4, 0, 7, 3, 6, 7, 0, 7, 1, 0, 7, 6, 5, 1, 1, 6, 7, 5, 1, 5]",30.80145,173184.0,1
"[4, 5, 0, 5, 4, 4, 6, 1, 6, 5, 6, 4, 4, 1, 3, 3, 7, 4, 3, 2, 5, 1, 2, 6, 1, 4, 7, 7]",30.473598,90560.0,1
"[4, 3, 0, 0, 6, 4, 4, 7, 6, 7, 0, 4, 7, 7, 2, 4, 5, 3, 4, 5, 2, 4, 1, 1, 4, 0, 6, 4]",30.75076,54080.0,1
"[5, 4, 2, 1, 6, 0, 4, 7, 1, 6, 6, 2, 5, 5, 6, 0, 3, 6, 0, 6, 5, 0, 4, 4, 4, 2, 0, 5]",31.505968,153664.0,1
"[4, 2, 3, 6, 1, 2, 0, 2, 2, 4, 2, 6, 2, 0, 2, 4, 6, 2, 6, 7, 2, 4, 7, 3, 2, 0, 5, 6]",30.391311,104656.0,1
"[7, 0, 1, 5, 4, 4, 4, 7, 6, 7, 0, 4, 7, 7, 2, 0, 6, 7, 1, 0, 4, 3, 1, 6, 6, 2, 5, 6]",31.566387,939936.0,1
"[1, 6, 0, 5, 5, 2, 1, 2, 3, 6, 2, 0, 0, 0, 0, 3, 7, 2, 1, 7, 3, 4, 6, 1, 6, 2, 1, 3]",31.597952,337216.0,1
