Net,PSNR,Params,Generation
"[0, 7, 7, 4, 1, 0, 3, 0, 4, 2, 7, 0, 5, 2, 0, 4, 5, 2, 4, 7, 6, 2, 2, 2, 6, 3, 5, 5]",31.252362,42528.0,1
"[4, 7, 3, 5, 0, 0, 7, 7, 4, 0, 0, 0, 1, 6, 5, 5, 2, 3, 2, 2, 1, 2, 5, 2, 4, 4, 6, 3]",32.300352,70128.0,1
"[4, 0, 0, 4, 4, 6, 6, 0, 1, 0, 7, 2, 6, 5, 1, 6, 2, 3, 1, 6, 2, 1, 7, 2, 5, 0, 4, 4]",31.132818,61616.0,1
"[4, 3, 0, 0, 6, 4, 4, 7, 6, 7, 0, 4, 7, 7, 2, 4, 5, 3, 4, 5, 2, 4, 1, 1, 4, 0, 6, 4]",30.718787,54080.0,1
"[0, 4, 7, 5, 5, 1, 1, 4, 3, 7, 7, 7, 1, 3, 6, 0, 3, 2, 0, 3, 5, 1, 5, 5, 4, 4, 3, 4]",30.834978,43712.0,1
"[1, 3, 4, 2, 6, 1, 2, 4, 6, 4, 7, 6, 4, 6, 2, 5, 7, 2, 1, 7, 3, 7, 1, 5, 3, 6, 4, 2]",31.668309,128672.0,1
"[4, 3, 4, 5, 1, 3, 7, 7, 3, 0, 0, 2, 2, 7, 5, 0, 6, 4, 3, 5, 3, 5, 4, 4, 1, 7, 1, 2]",31.636259,128496.0,1
"[0, 7, 6, 7, 7, 0, 0, 3, 1, 1, 1, 6, 5, 3, 6, 7, 6, 4, 1, 2, 3, 5, 3, 1, 2, 7, 0, 6]",31.635634,78032.0,1
"[4, 3, 4, 5, 3, 0, 2, 6, 0, 7, 7, 7, 5, 0, 4, 0, 6, 4, 3, 5, 3, 5, 4, 4, 3, 7, 1, 2]",31.08169,61792.0,1
"[4, 4, 0, 0, 6, 4, 4, 7, 6, 7, 0, 4, 7, 7, 2, 4, 5, 3, 4, 5, 2, 4, 1, 1, 1, 4, 7, 7]",30.624296,54304.0,1
"[4, 7, 2, 3, 3, 2, 0, 3, 5, 2, 4, 4, 1, 0, 3, 4, 4, 0, 5, 1, 7, 4, 5, 4, 5, 2, 4, 2]",28.892951,45072.0,1
"[4, 2, 4, 3, 3, 4, 5, 1, 0, 1, 2, 6, 1, 4, 2, 1, 2, 4, 7, 2, 6, 1, 4, 4, 0, 5, 1, 6]",29.38147,49344.0,1
"[5, 4, 2, 1, 6, 0, 4, 7, 1, 6, 6, 2, 5, 5, 6, 0, 3, 6, 0, 6, 5, 0, 4, 4, 4, 2, 0, 5]",31.438259,153664.0,1
"[2, 0, 1, 5, 1, 3, 5, 1, 2, 6, 6, 3, 0, 7, 0, 3, 4, 5, 1, 3, 3, 6, 7, 3, 6, 1, 3, 6]",31.289007,1243296.0,1
"[4, 7, 1, 0, 5, 4, 3, 3, 0, 1, 4, 5, 7, 6, 0, 1, 6, 7, 7, 2, 4, 6, 0, 5, 2, 1, 2, 7]",31.384089,93312.0,1
"[4, 5, 0, 5, 4, 4, 6, 1, 6, 5, 6, 4, 4, 1, 3, 3, 7, 4, 3, 2, 5, 1, 2, 6, 1, 4, 7, 7]",30.280097,90560.0,1
"[0, 4, 7, 5, 5, 1, 1, 4, 2, 6, 1, 5, 7, 1, 2, 0, 1, 0, 4, 5, 7, 0, 7, 5, 4, 4, 3, 4]",30.753802,61744.0,1
"[4, 2, 5, 1, 2, 1, 0, 7, 7, 3, 1, 5, 7, 2, 5, 6, 7, 7, 5, 3, 2, 2, 4, 2, 0, 2, 6, 1]",30.127224,58240.0,1
"[4, 2, 0, 1, 2, 7, 1, 1, 4, 7, 3, 4, 3, 4, 4, 5, 0, 1, 6, 0, 1, 2, 4, 2, 0, 2, 6, 1]",29.173176,58160.0,1
"[1, 6, 0, 5, 5, 2, 1, 2, 3, 6, 2, 0, 0, 0, 0, 3, 7, 2, 1, 7, 3, 4, 6, 1, 6, 2, 1, 3]",31.437091,337216.0,1
"[5, 7, 1, 4, 0, 6, 6, 7, 3, 4, 3, 6, 0, 6, 2, 4, 7, 0, 6, 1, 6, 4, 2, 1, 7, 7, 2, 2]",31.436458,195232.0,1
"[4, 5, 3, 5, 4, 4, 6, 0, 3, 2, 2, 0, 5, 0, 3, 1, 7, 2, 4, 2, 5, 1, 2, 6, 1, 4, 4, 7]",30.615402,139712.0,1
"[0, 4, 3, 6, 0, 3, 1, 3, 6, 6, 4, 1, 7, 3, 5, 6, 7, 3, 6, 5, 2, 6, 3, 5, 3, 0, 0, 4]",29.723588,110672.0,1
"[4, 6, 4, 3, 2, 3, 4, 2, 3, 6, 5, 3, 0, 3, 0, 6, 3, 2, 6, 7, 4, 2, 6, 1, 7, 3, 5, 3]",30.484251,119472.0,1
"[0, 4, 3, 6, 0, 3, 1, 3, 6, 6, 4, 1, 7, 3, 5, 6, 7, 3, 7, 3, 1, 1, 4, 3, 3, 5, 7, 4]",29.83332,94720.0,1
"[0, 7, 5, 4, 2, 4, 5, 4, 2, 2, 5, 4, 4, 1, 3, 5, 2, 1, 5, 4, 4, 1, 6, 3, 2, 6, 5, 7]",29.854973,83344.0,1
"[4, 2, 4, 2, 2, 4, 5, 1, 0, 1, 4, 4, 4, 1, 0, 4, 1, 6, 3, 5, 5, 1, 4, 4, 3, 5, 1, 6]",29.188676,59072.0,1
"[1, 7, 2, 0, 1, 5, 5, 1, 0, 6, 3, 0, 4, 1, 2, 1, 3, 1, 3, 5, 3, 5, 7, 7, 1, 6, 7, 5]",31.290151,427232.0,1
"[1, 6, 6, 1, 3, 0, 6, 2, 5, 3, 3, 5, 6, 6, 2, 4, 0, 5, 7, 6, 2, 6, 7, 0, 7, 2, 5, 4]",30.75859,272384.0,1
"[4, 1, 7, 2, 5, 6, 7, 2, 7, 7, 0, 0, 1, 3, 1, 1, 6, 5, 4, 1, 4, 0, 2, 4, 0, 6, 6, 0]",30.252641,161424.0,1
"[0, 7, 2, 0, 5, 4, 4, 6, 3, 3, 5, 2, 3, 1, 7, 7, 2, 4, 1, 1, 5, 7, 1, 7, 6, 4, 0, 3]",30.020117,209376.0,1
"[4, 3, 6, 3, 1, 0, 7, 0, 1, 2, 4, 4, 2, 0, 1, 2, 7, 0, 2, 6, 7, 6, 0, 3, 6, 5, 7, 4]",30.457028,146464.0,1
"[1, 1, 6, 1, 0, 0, 6, 2, 5, 3, 3, 5, 6, 6, 2, 4, 0, 5, 7, 6, 2, 6, 7, 0, 7, 2, 5, 4]",30.187838,272384.0,1
"[4, 0, 3, 3, 1, 3, 1, 5, 0, 6, 2, 2, 6, 5, 1, 6, 2, 3, 1, 1, 2, 1, 7, 3, 7, 3, 5, 3]",31.034526,163984.0,1
"[4, 2, 5, 1, 2, 1, 0, 7, 7, 3, 1, 5, 7, 2, 5, 6, 7, 7, 5, 5, 2, 7, 6, 2, 0, 2, 6, 1]",29.665659,101488.0,1
